table_name	column_name
mdl_enrol_lti_users	sourceid
mdl_enrol_lti_users	consumerkey
mdl_enrol_lti_users	consumersecret
mdl_enrol_lti_users	membershipsurl
mdl_enrol_lti_users	membershipsid
mdl_enrol_lti_users	lastgrade
mdl_enrol_lti_users	lastaccess
mdl_enrol_lti_users	timecreated
mdl_enrol_paypal	id
mdl_enrol_paypal	business
mdl_enrol_paypal	receiver_email
mdl_enrol_paypal	receiver_id
mdl_enrol_paypal	item_name
mdl_enrol_paypal	courseid
mdl_enrol_paypal	userid
mdl_enrol_paypal	instanceid
mdl_enrol_paypal	memo
mdl_enrol_paypal	tax
mdl_enrol_paypal	option_name1
mdl_enrol_paypal	option_selection1_x
mdl_enrol_paypal	option_name2
mdl_enrol_paypal	option_selection2_x
mdl_enrol_paypal	payment_status
mdl_enrol_paypal	pending_reason
mdl_enrol_paypal	reason_code
mdl_enrol_paypal	txn_id
mdl_enrol_paypal	parent_txn_id
mdl_enrol_paypal	payment_type
mdl_enrol_paypal	timeupdated
mdl_event	id
mdl_event	name
mdl_event	description
mdl_event	format
mdl_event	courseid
mdl_event	groupid
mdl_event	userid
mdl_event	repeatid
mdl_event	modulename
mdl_event	instance
mdl_event	eventtype
mdl_event	timestart
mdl_event	timeduration
mdl_event	visible
mdl_event	uuid
mdl_event	sequence
mdl_event	timemodified
mdl_event	subscriptionid
mdl_event_subscriptions	id
mdl_event_subscriptions	url
mdl_event_subscriptions	courseid
mdl_event_subscriptions	groupid
mdl_event_subscriptions	userid
mdl_event_subscriptions	eventtype
mdl_event_subscriptions	pollinterval
mdl_event_subscriptions	lastupdated
mdl_event_subscriptions	name
mdl_events_handlers	id
mdl_events_handlers	eventname
mdl_events_handlers	component
mdl_events_handlers	handlerfile
mdl_events_handlers	handlerfunction
mdl_events_handlers	schedule
mdl_events_handlers	status
mdl_events_handlers	internal
mdl_events_queue	id
mdl_events_queue	eventdata
mdl_events_queue	stackdump
mdl_events_queue	userid
mdl_events_queue	timecreated
mdl_events_queue_handlers	id
mdl_events_queue_handlers	queuedeventid
mdl_events_queue_handlers	handlerid
mdl_events_queue_handlers	status
mdl_events_queue_handlers	errormessage
mdl_events_queue_handlers	timemodified
mdl_external_functions	id
mdl_external_functions	name
mdl_external_functions	classname
mdl_external_functions	methodname
mdl_external_functions	classpath
mdl_external_functions	component
mdl_external_functions	capabilities
mdl_external_functions	services
mdl_external_services	id
mdl_external_services	name
mdl_external_services	enabled
mdl_external_services	requiredcapability
mdl_external_services	restrictedusers
mdl_external_services	component
mdl_external_services	timecreated
mdl_external_services	timemodified
mdl_external_services	shortname
mdl_external_services	downloadfiles
mdl_external_services	uploadfiles
mdl_external_services_functions	id
mdl_external_services_functions	externalserviceid
mdl_external_services_functions	functionname
mdl_external_services_users	id
mdl_external_services_users	externalserviceid
mdl_external_services_users	userid
mdl_external_services_users	iprestriction
mdl_external_services_users	validuntil
mdl_external_services_users	timecreated
mdl_external_tokens	id
mdl_external_tokens	token
mdl_external_tokens	privatetoken
mdl_external_tokens	tokentype
mdl_external_tokens	userid
mdl_external_tokens	externalserviceid
mdl_external_tokens	sid
mdl_external_tokens	contextid
mdl_external_tokens	creatorid
mdl_external_tokens	iprestriction
mdl_external_tokens	validuntil
mdl_external_tokens	timecreated
mdl_external_tokens	lastaccess
mdl_feedback	id
mdl_feedback	course
mdl_feedback	name
mdl_feedback	intro
mdl_feedback	introformat
mdl_feedback	anonymous
mdl_feedback	email_notification
mdl_feedback	multiple_submit
mdl_feedback	autonumbering
mdl_feedback	site_after_submit
mdl_feedback	page_after_submit
mdl_feedback	page_after_submitformat
mdl_feedback	publish_stats
mdl_feedback	timeopen
mdl_feedback	timeclose
mdl_feedback	timemodified
mdl_feedback	completionsubmit
mdl_feedback_completed	id
mdl_feedback_completed	feedback
mdl_feedback_completed	userid
mdl_feedback_completed	timemodified
mdl_feedback_completed	random_response
mdl_feedback_completed	anonymous_response
mdl_feedback_completed	courseid
mdl_feedback_completedtmp	id
mdl_feedback_completedtmp	feedback
mdl_feedback_completedtmp	userid
mdl_feedback_completedtmp	guestid
mdl_feedback_completedtmp	timemodified
mdl_feedback_completedtmp	random_response
mdl_feedback_completedtmp	anonymous_response
mdl_feedback_completedtmp	courseid
mdl_feedback_item	id
mdl_feedback_item	feedback
mdl_feedback_item	template
mdl_feedback_item	name
mdl_feedback_item	label
mdl_feedback_item	presentation
mdl_feedback_item	typ
mdl_feedback_item	hasvalue
mdl_feedback_item	position
mdl_feedback_item	required
mdl_feedback_item	dependitem
mdl_feedback_item	dependvalue
mdl_feedback_item	options
mdl_feedback_sitecourse_map	id
mdl_feedback_sitecourse_map	feedbackid
mdl_feedback_sitecourse_map	courseid
mdl_feedback_template	id
mdl_feedback_template	course
mdl_feedback_template	ispublic
mdl_feedback_template	name
mdl_feedback_value	id
mdl_feedback_value	course_id
mdl_feedback_value	item
mdl_feedback_value	completed
mdl_feedback_value	tmp_completed
mdl_feedback_value	value
mdl_feedback_valuetmp	id
mdl_feedback_valuetmp	course_id
mdl_feedback_valuetmp	item
mdl_feedback_valuetmp	completed
mdl_feedback_valuetmp	tmp_completed
mdl_feedback_valuetmp	value
mdl_files	id
mdl_files	contenthash
mdl_files	pathnamehash
mdl_files	contextid
mdl_files	component
mdl_files	filearea
mdl_files	itemid
mdl_files	filepath
mdl_files	filename
mdl_files	userid
mdl_files	filesize
mdl_files	mimetype
mdl_files	status
mdl_files	source
mdl_files	author
mdl_files	license
mdl_files	timecreated
mdl_files	timemodified
mdl_files	sortorder
mdl_files	referencefileid
mdl_files_reference	id
mdl_files_reference	repositoryid
mdl_files_reference	lastsync
mdl_files_reference	reference
mdl_files_reference	referencehash
mdl_filter_active	id
mdl_filter_active	filter
mdl_filter_active	contextid
mdl_filter_active	active
mdl_filter_active	sortorder
mdl_filter_config	id
mdl_filter_config	filter
mdl_filter_config	contextid
mdl_filter_config	name
mdl_filter_config	value
mdl_folder	id
mdl_folder	course
mdl_folder	name
mdl_folder	intro
mdl_folder	introformat
mdl_folder	revision
mdl_folder	timemodified
mdl_folder	display
mdl_folder	showexpanded
mdl_folder	showdownloadfolder
mdl_forum	id
mdl_forum	course
mdl_forum	type
mdl_forum	name
mdl_forum	intro
mdl_forum	introformat
mdl_forum	assessed
mdl_forum	assesstimestart
mdl_forum	assesstimefinish
mdl_forum	scale
mdl_forum	maxbytes
mdl_forum	maxattachments
mdl_forum	forcesubscribe
mdl_forum	trackingtype
mdl_forum	rsstype
mdl_forum	rssarticles
mdl_forum	timemodified
mdl_forum	warnafter
mdl_forum	blockafter
mdl_forum	blockperiod
mdl_forum	completiondiscussions
mdl_forum	completionreplies
mdl_forum	completionposts
mdl_forum	displaywordcount
mdl_forum	lockdiscussionafter
mdl_forum_digests	id
mdl_forum_digests	userid
mdl_forum_digests	forum
mdl_forum_digests	maildigest
mdl_forum_discussion_subs	id
mdl_forum_discussion_subs	forum
mdl_forum_discussion_subs	userid
mdl_forum_discussion_subs	discussion
mdl_forum_discussion_subs	preference
mdl_forum_discussions	id
mdl_forum_discussions	course
mdl_forum_discussions	forum
mdl_forum_discussions	name
mdl_forum_discussions	firstpost
mdl_forum_discussions	userid
mdl_forum_discussions	groupid
mdl_forum_discussions	assessed
mdl_forum_discussions	timemodified
mdl_forum_discussions	usermodified
mdl_forum_discussions	timestart
mdl_forum_discussions	timeend
mdl_forum_discussions	pinned
mdl_forum_posts	id
mdl_forum_posts	discussion
mdl_forum_posts	parent
mdl_forum_posts	userid
mdl_forum_posts	created
mdl_forum_posts	modified
mdl_forum_posts	mailed
mdl_forum_posts	subject
mdl_forum_posts	message
mdl_forum_posts	messageformat
mdl_forum_posts	messagetrust
mdl_forum_posts	attachment
mdl_forum_posts	totalscore
mdl_forum_posts	mailnow
mdl_forum_queue	id
mdl_forum_queue	userid
mdl_forum_queue	discussionid
mdl_forum_queue	postid
mdl_forum_queue	timemodified
mdl_forum_read	id
mdl_forum_read	userid
mdl_forum_read	forumid
mdl_forum_read	discussionid
mdl_forum_read	postid
mdl_forum_read	firstread
mdl_forum_read	lastread
mdl_forum_subscriptions	id
mdl_forum_subscriptions	userid
mdl_forum_subscriptions	forum
mdl_forum_track_prefs	id
mdl_forum_track_prefs	userid
mdl_forum_track_prefs	forumid
mdl_glossary	id
mdl_glossary	course
mdl_glossary	name
mdl_glossary	intro
mdl_glossary	introformat
mdl_glossary	allowduplicatedentries
mdl_glossary	displayformat
mdl_glossary	mainglossary
mdl_glossary	showspecial
mdl_glossary	showalphabet
mdl_glossary	showall
mdl_glossary	allowcomments
mdl_glossary	allowprintview
mdl_glossary	usedynalink
mdl_glossary	defaultapproval
mdl_glossary	approvaldisplayformat
mdl_glossary	globalglossary
mdl_glossary	entbypage
mdl_glossary	editalways
mdl_glossary	rsstype
mdl_glossary	rssarticles
mdl_glossary	assessed
mdl_glossary	assesstimestart
mdl_glossary	assesstimefinish
mdl_glossary	scale
mdl_glossary	timecreated
mdl_glossary	timemodified
mdl_glossary	completionentries
mdl_glossary_alias	id
mdl_glossary_alias	entryid
mdl_glossary_alias	alias
mdl_glossary_categories	id
mdl_glossary_categories	glossaryid
mdl_glossary_categories	name
mdl_glossary_categories	usedynalink
mdl_glossary_entries	id
mdl_glossary_entries	glossaryid
mdl_glossary_entries	userid
mdl_glossary_entries	concept
mdl_glossary_entries	definition
mdl_glossary_entries	definitionformat
mdl_glossary_entries	definitiontrust
mdl_glossary_entries	attachment
mdl_glossary_entries	timecreated
mdl_glossary_entries	timemodified
mdl_glossary_entries	teacherentry
mdl_glossary_entries	sourceglossaryid
mdl_glossary_entries	usedynalink
mdl_glossary_entries	casesensitive
mdl_glossary_entries	fullmatch
mdl_glossary_entries	approved
mdl_glossary_entries_categories	id
mdl_glossary_entries_categories	categoryid
mdl_glossary_entries_categories	entryid
mdl_glossary_formats	id
mdl_glossary_formats	name
mdl_glossary_formats	popupformatname
mdl_glossary_formats	visible
mdl_glossary_formats	showgroup
mdl_glossary_formats	showtabs
mdl_glossary_formats	defaultmode
mdl_glossary_formats	defaulthook
mdl_glossary_formats	sortkey
mdl_glossary_formats	sortorder
mdl_grade_categories	id
mdl_grade_categories	courseid
mdl_grade_categories	parent
mdl_grade_categories	depth
mdl_grade_categories	path
mdl_grade_categories	fullname
mdl_grade_categories	aggregation
mdl_grade_categories	keephigh
mdl_grade_categories	droplow
mdl_grade_categories	aggregateonlygraded
mdl_grade_categories	aggregateoutcomes
mdl_grade_categories	timecreated
mdl_grade_categories	timemodified
mdl_grade_categories	hidden
mdl_grade_categories_history	id
mdl_grade_categories_history	action
mdl_grade_categories_history	oldid
mdl_grade_categories_history	source
mdl_grade_categories_history	timemodified
mdl_grade_categories_history	loggeduser
mdl_grade_categories_history	courseid
mdl_grade_categories_history	parent
mdl_grade_categories_history	depth
mdl_grade_categories_history	path
mdl_grade_categories_history	fullname
mdl_grade_categories_history	aggregation
mdl_grade_categories_history	keephigh
mdl_grade_categories_history	droplow
mdl_grade_categories_history	aggregateonlygraded
mdl_grade_categories_history	aggregateoutcomes
mdl_grade_categories_history	aggregatesubcats
mdl_grade_categories_history	hidden
mdl_grade_grades	id
mdl_grade_grades	itemid
mdl_grade_grades	userid
mdl_grade_grades	rawgrade
mdl_grade_grades	rawgrademax
mdl_grade_grades	rawgrademin
mdl_grade_grades	rawscaleid
mdl_grade_grades	usermodified
mdl_grade_grades	finalgrade
mdl_grade_grades	hidden
mdl_grade_grades	locked
mdl_grade_grades	locktime
mdl_grade_grades	exported
mdl_grade_grades	overridden
mdl_grade_grades	excluded
mdl_grade_grades	feedback
mdl_grade_grades	feedbackformat
mdl_grade_grades	information
mdl_grade_grades	informationformat
mdl_grade_grades	timecreated
mdl_grade_grades	timemodified
mdl_grade_grades	aggregationstatus
mdl_grade_grades	aggregationweight
mdl_grade_grades_history	id
mdl_grade_grades_history	action
mdl_grade_grades_history	oldid
mdl_grade_grades_history	source
mdl_grade_grades_history	timemodified
mdl_grade_grades_history	loggeduser
mdl_grade_grades_history	itemid
mdl_grade_grades_history	userid
mdl_grade_grades_history	rawgrade
mdl_grade_grades_history	rawgrademax
mdl_grade_grades_history	rawgrademin
mdl_grade_grades_history	rawscaleid
mdl_grade_grades_history	usermodified
mdl_grade_grades_history	finalgrade
mdl_grade_grades_history	hidden
mdl_grade_grades_history	locked
mdl_grade_grades_history	locktime
mdl_grade_grades_history	exported
mdl_grade_grades_history	overridden
mdl_grade_grades_history	excluded
mdl_grade_grades_history	feedback
mdl_grade_grades_history	feedbackformat
mdl_grade_grades_history	information
mdl_grade_grades_history	informationformat
mdl_grade_import_newitem	id
mdl_grade_import_newitem	itemname
mdl_grade_import_newitem	importcode
mdl_grade_import_newitem	importer
mdl_grade_import_values	id
mdl_grade_import_values	itemid
mdl_grade_import_values	newgradeitem
mdl_grade_import_values	userid
mdl_grade_import_values	finalgrade
mdl_grade_import_values	feedback
mdl_grade_import_values	importcode
mdl_grade_import_values	importer
mdl_grade_import_values	importonlyfeedback
mdl_grade_items	id
mdl_grade_items	courseid
mdl_grade_items	categoryid
mdl_grade_items	itemname
mdl_grade_items	itemtype
mdl_grade_items	itemmodule
mdl_grade_items	iteminstance
mdl_grade_items	itemnumber
mdl_grade_items	iteminfo
mdl_grade_items	idnumber
mdl_grade_items	calculation
mdl_grade_items	gradetype
mdl_grade_items	grademax
mdl_grade_items	grademin
mdl_grade_items	scaleid
mdl_grade_items	outcomeid
mdl_grade_items	gradepass
mdl_grade_items	multfactor
mdl_grade_items	plusfactor
mdl_grade_items	aggregationcoef
mdl_grade_items	aggregationcoef2
mdl_grade_items	sortorder
mdl_grade_items	display
mdl_grade_items	decimals
mdl_grade_items	hidden
mdl_grade_items	locked
mdl_grade_items	locktime
mdl_grade_items	needsupdate
mdl_grade_items	weightoverride
mdl_grade_items	timecreated
mdl_grade_items	timemodified
mdl_grade_items_history	id
mdl_grade_items_history	action
mdl_grade_items_history	oldid
mdl_grade_items_history	source
mdl_grade_items_history	timemodified
mdl_grade_items_history	loggeduser
mdl_grade_items_history	courseid
mdl_grade_items_history	categoryid
mdl_grade_items_history	itemname
mdl_grade_items_history	itemtype
mdl_grade_items_history	itemmodule
mdl_grade_items_history	iteminstance
mdl_grade_items_history	itemnumber
mdl_grade_items_history	iteminfo
mdl_grade_items_history	idnumber
mdl_grade_items_history	calculation
mdl_grade_items_history	gradetype
mdl_grade_items_history	grademax
mdl_grade_items_history	grademin
mdl_grade_items_history	scaleid
mdl_grade_items_history	outcomeid
mdl_grade_items_history	gradepass
mdl_grade_items_history	multfactor
mdl_grade_items_history	plusfactor
mdl_grade_items_history	aggregationcoef
mdl_grade_items_history	aggregationcoef2
mdl_grade_items_history	sortorder
mdl_grade_items_history	hidden
mdl_grade_items_history	locked
mdl_grade_items_history	locktime
mdl_grade_items_history	needsupdate
mdl_grade_items_history	display
mdl_grade_items_history	decimals
mdl_grade_items_history	weightoverride
mdl_grade_letters	id
mdl_grade_letters	contextid
mdl_grade_letters	lowerboundary
mdl_grade_letters	letter
mdl_grade_outcomes	id
mdl_grade_outcomes	courseid
mdl_grade_outcomes	shortname
mdl_grade_outcomes	fullname
mdl_grade_outcomes	scaleid
mdl_grade_outcomes	description
mdl_grade_outcomes	descriptionformat
mdl_grade_outcomes	timecreated
mdl_grade_outcomes	timemodified
mdl_grade_outcomes	usermodified
mdl_grade_outcomes_courses	id
mdl_grade_outcomes_courses	courseid
mdl_grade_outcomes_courses	outcomeid
mdl_grade_outcomes_history	id
mdl_grade_outcomes_history	action
mdl_grade_outcomes_history	oldid
mdl_grade_outcomes_history	source
mdl_grade_outcomes_history	timemodified
mdl_grade_outcomes_history	loggeduser
mdl_grade_outcomes_history	courseid
mdl_grade_outcomes_history	shortname
mdl_grade_outcomes_history	fullname
mdl_grade_outcomes_history	scaleid
mdl_grade_outcomes_history	description
mdl_grade_outcomes_history	descriptionformat
mdl_grade_settings	id
mdl_grade_settings	courseid
mdl_grade_settings	name
mdl_grade_settings	value
mdl_grading_areas	id
mdl_grading_areas	contextid
mdl_grading_areas	component
mdl_grading_areas	areaname
mdl_grading_areas	activemethod
mdl_grading_definitions	id
mdl_grading_definitions	areaid
mdl_grading_definitions	method
mdl_grading_definitions	name
mdl_grading_definitions	description
mdl_grading_definitions	descriptionformat
mdl_grading_definitions	status
mdl_grading_definitions	copiedfromid
mdl_grading_definitions	timecreated
mdl_grading_definitions	usercreated
mdl_grading_definitions	timemodified
mdl_grading_definitions	usermodified
mdl_grading_definitions	timecopied
mdl_grading_definitions	options
mdl_grading_instances	id
mdl_grading_instances	definitionid
mdl_grading_instances	raterid
mdl_grading_instances	itemid
mdl_grading_instances	rawgrade
mdl_grading_instances	status
mdl_grading_instances	feedback
mdl_grading_instances	feedbackformat
mdl_grading_instances	timemodified
mdl_gradingform_guide_comments	id
mdl_gradingform_guide_comments	definitionid
mdl_gradingform_guide_comments	sortorder
mdl_gradingform_guide_comments	description
mdl_gradingform_guide_comments	descriptionformat
mdl_gradingform_guide_criteria	id
mdl_gradingform_guide_criteria	definitionid
mdl_gradingform_guide_criteria	sortorder
mdl_gradingform_guide_criteria	shortname
mdl_gradingform_guide_criteria	description
mdl_gradingform_guide_criteria	descriptionformat
mdl_gradingform_guide_criteria	descriptionmarkers
mdl_gradingform_guide_criteria	descriptionmarkersformat
mdl_gradingform_guide_criteria	maxscore
mdl_gradingform_guide_fillings	id
mdl_gradingform_guide_fillings	instanceid
mdl_gradingform_guide_fillings	criterionid
mdl_gradingform_guide_fillings	remark
mdl_gradingform_guide_fillings	remarkformat
mdl_gradingform_guide_fillings	score
mdl_gradingform_rubric_criteria	id
mdl_gradingform_rubric_criteria	definitionid
mdl_gradingform_rubric_criteria	sortorder
mdl_gradingform_rubric_criteria	description
mdl_gradingform_rubric_criteria	descriptionformat
mdl_gradingform_rubric_fillings	id
mdl_gradingform_rubric_fillings	instanceid
mdl_gradingform_rubric_fillings	criterionid
mdl_gradingform_rubric_fillings	levelid
mdl_gradingform_rubric_fillings	remark
mdl_gradingform_rubric_fillings	remarkformat
mdl_gradingform_rubric_levels	id
mdl_gradingform_rubric_levels	criterionid
mdl_gradingform_rubric_levels	score
mdl_gradingform_rubric_levels	definition
mdl_gradingform_rubric_levels	definitionformat
mdl_groupings	id
mdl_groupings	courseid
mdl_groupings	name
mdl_groupings	idnumber
mdl_groupings	description
mdl_groupings	descriptionformat
mdl_groupings	configdata
mdl_groupings	timecreated
mdl_groupings	timemodified
mdl_groupings_groups	id
mdl_groupings_groups	groupingid
mdl_groupings_groups	groupid
mdl_groupings_groups	timeadded
mdl_groups	id
mdl_groups	courseid
mdl_groups	idnumber
mdl_groups	name
mdl_groups	description
mdl_groups	descriptionformat
mdl_groups	enrolmentkey
mdl_groups	picture
mdl_groups	hidepicture
mdl_groups	timecreated
mdl_groups	timemodified
mdl_groups_members	id
mdl_groups_members	groupid
mdl_groups_members	userid
mdl_groups_members	timeadded
mdl_groups_members	component
mdl_groups_members	itemid
mdl_imscp	id
mdl_imscp	course
mdl_imscp	name
mdl_imscp	intro
mdl_imscp	introformat
mdl_imscp	revision
mdl_imscp	keepold
mdl_imscp	structure
mdl_imscp	timemodified
mdl_label	id
mdl_label	course
mdl_label	name
mdl_label	intro
mdl_label	introformat
mdl_label	timemodified
mdl_lesson	id
mdl_lesson	course
mdl_lesson	name
mdl_lesson	intro
mdl_lesson	introformat
mdl_lesson	practice
mdl_lesson	modattempts
mdl_lesson	usepassword
mdl_lesson	password
mdl_lesson	dependency
mdl_lesson	conditions
mdl_lesson	grade
mdl_lesson	custom
mdl_lesson	ongoing
mdl_lesson	usemaxgrade
mdl_lesson	maxanswers
mdl_lesson	maxattempts
mdl_lesson	review
mdl_lesson	nextpagedefault
mdl_lesson	feedback
mdl_lesson	minquestions
mdl_lesson	maxpages
mdl_lesson	timelimit
mdl_lesson	retake
mdl_lesson	activitylink
mdl_lesson	mediafile
mdl_lesson	mediaheight
mdl_lesson	mediawidth
mdl_lesson	mediaclose
mdl_lesson	slideshow
mdl_lesson	width
mdl_lesson	height
mdl_lesson	bgcolor
mdl_lesson	displayleft
mdl_lesson	displayleftif
mdl_lesson	progressbar
mdl_lesson	available
mdl_lesson	deadline
mdl_lesson	timemodified
mdl_lesson	completionendreached
mdl_lesson	completiontimespent
mdl_lesson_answers	id
mdl_lesson_answers	lessonid
mdl_lesson_answers	pageid
mdl_lesson_answers	jumpto
mdl_lesson_answers	grade
mdl_lesson_answers	score
mdl_lesson_answers	flags
mdl_lesson_answers	timecreated
mdl_lesson_answers	timemodified
mdl_lesson_answers	answer
mdl_lesson_answers	answerformat
mdl_lesson_answers	response
mdl_lesson_answers	responseformat
mdl_lesson_attempts	id
mdl_lesson_attempts	lessonid
mdl_lesson_attempts	pageid
mdl_lesson_attempts	userid
mdl_lesson_attempts	answerid
mdl_lesson_attempts	retry
mdl_lesson_attempts	correct
mdl_lesson_attempts	useranswer
mdl_lesson_attempts	timeseen
mdl_lesson_branch	id
mdl_lesson_branch	lessonid
mdl_lesson_branch	userid
mdl_lesson_branch	pageid
mdl_lesson_branch	retry
mdl_lesson_branch	flag
mdl_lesson_branch	timeseen
mdl_lesson_branch	nextpageid
mdl_lesson_grades	id
mdl_lesson_grades	lessonid
mdl_lesson_grades	userid
mdl_lesson_grades	grade
mdl_lesson_grades	late
mdl_lesson_grades	completed
mdl_lesson_overrides	id
mdl_lesson_overrides	lessonid
mdl_lesson_overrides	groupid
mdl_lesson_overrides	userid
mdl_lesson_overrides	available
mdl_lesson_overrides	deadline
mdl_lesson_overrides	timelimit
mdl_lesson_overrides	review
mdl_lesson_overrides	maxattempts
mdl_lesson_overrides	retake
mdl_lesson_overrides	password
mdl_lesson_pages	id
mdl_lesson_pages	lessonid
mdl_lesson_pages	prevpageid
mdl_lesson_pages	nextpageid
mdl_lesson_pages	qtype
mdl_lesson_pages	qoption
mdl_lesson_pages	layout
mdl_lesson_pages	display
mdl_lesson_pages	timecreated
mdl_lesson_pages	timemodified
mdl_lesson_pages	title
mdl_lesson_pages	contents
mdl_lesson_pages	contentsformat
mdl_lesson_timer	id
mdl_lesson_timer	lessonid
mdl_lesson_timer	userid
mdl_lesson_timer	starttime
mdl_lesson_timer	lessontime
mdl_lesson_timer	completed
mdl_license	id
mdl_license	shortname
mdl_license	fullname
mdl_license	source
mdl_license	enabled
mdl_license	version
mdl_lock_db	id
mdl_lock_db	resourcekey
mdl_lock_db	expires
mdl_lock_db	owner
mdl_log	id
mdl_log	time
mdl_log	userid
mdl_log	ip
mdl_log	course
mdl_log	module
mdl_log	cmid
mdl_log	action
mdl_log	url
mdl_log	info
mdl_log_display	id
mdl_log_display	module
mdl_log_display	action
mdl_log_display	mtable
mdl_log_display	field
mdl_log_display	component
mdl_log_queries	id
mdl_log_queries	qtype
mdl_log_queries	sqltext
mdl_log_queries	sqlparams
mdl_log_queries	error
mdl_log_queries	info
mdl_log_queries	backtrace
mdl_log_queries	exectime
mdl_log_queries	timelogged
mdl_logstore_standard_log	id
mdl_logstore_standard_log	eventname
mdl_logstore_standard_log	component
mdl_logstore_standard_log	action
mdl_logstore_standard_log	target
mdl_logstore_standard_log	objecttable
mdl_logstore_standard_log	objectid
mdl_logstore_standard_log	crud
mdl_logstore_standard_log	edulevel
mdl_logstore_standard_log	contextid
mdl_logstore_standard_log	contextlevel
mdl_logstore_standard_log	contextinstanceid
mdl_logstore_standard_log	userid
mdl_logstore_standard_log	courseid
mdl_logstore_standard_log	relateduserid
mdl_logstore_standard_log	anonymous
mdl_logstore_standard_log	other
mdl_logstore_standard_log	timecreated
mdl_logstore_standard_log	origin
mdl_logstore_standard_log	ip
mdl_logstore_standard_log	realuserid
mdl_lti	id
mdl_lti	course
mdl_lti	name
mdl_lti	intro
mdl_lti	introformat
mdl_lti	timecreated
mdl_lti	timemodified
mdl_lti	typeid
mdl_lti	toolurl
mdl_lti	securetoolurl
mdl_lti	instructorchoicesendname
mdl_lti	instructorchoicesendemailaddr
mdl_lti	instructorchoiceallowroster
mdl_lti	instructorchoiceallowsetting
mdl_lti	instructorcustomparameters
mdl_lti	instructorchoiceacceptgrades
mdl_lti	grade
mdl_lti	launchcontainer
mdl_lti	resourcekey
mdl_lti	password
mdl_lti	debuglaunch
mdl_lti	showtitlelaunch
mdl_lti	showdescriptionlaunch
mdl_lti	servicesalt
mdl_lti	icon
mdl_lti	secureicon
mdl_lti_submission	id
mdl_lti_submission	ltiid
mdl_lti_submission	userid
mdl_lti_submission	datesubmitted
mdl_lti_submission	dateupdated
mdl_lti_submission	gradepercent
mdl_lti_submission	originalgrade
mdl_lti_submission	launchid
mdl_lti_submission	state
mdl_lti_tool_proxies	id
mdl_lti_tool_proxies	name
mdl_lti_tool_proxies	regurl
mdl_lti_tool_proxies	state
mdl_lti_tool_proxies	guid
mdl_lti_tool_proxies	secret
mdl_lti_tool_proxies	vendorcode
mdl_lti_tool_proxies	capabilityoffered
mdl_lti_tool_proxies	serviceoffered
mdl_lti_tool_proxies	toolproxy
mdl_lti_tool_proxies	createdby
mdl_lti_tool_proxies	timecreated
mdl_lti_tool_proxies	timemodified
mdl_lti_tool_settings	id
mdl_lti_tool_settings	toolproxyid
mdl_lti_tool_settings	course
mdl_lti_tool_settings	coursemoduleid
mdl_lti_tool_settings	settings
mdl_lti_tool_settings	timecreated
mdl_lti_tool_settings	timemodified
mdl_lti_types	id
mdl_lti_types	name
mdl_lti_types	baseurl
mdl_lti_types	tooldomain
mdl_lti_types	state
mdl_lti_types	course
mdl_lti_types	coursevisible
mdl_lti_types	toolproxyid
mdl_lti_types	enabledcapability
mdl_lti_types	parameter
mdl_lti_types	icon
mdl_lti_types	secureicon
mdl_lti_types	createdby
mdl_lti_types	timecreated
mdl_lti_types	timemodified
mdl_lti_types	description
mdl_lti_types_config	id
mdl_lti_types_config	typeid
mdl_lti_types_config	name
mdl_lti_types_config	value
mdl_message	id
mdl_message	useridfrom
mdl_message	useridto
mdl_message	subject
mdl_message	fullmessage
mdl_message	fullmessageformat
mdl_message	fullmessagehtml
mdl_message	smallmessage
mdl_message	notification
mdl_message	contexturl
mdl_message	contexturlname
mdl_message	timecreated
mdl_message	timeuserfromdeleted
mdl_message	timeusertodeleted
mdl_message	component
mdl_message	eventtype
mdl_message_airnotifier_devices	id
mdl_message_airnotifier_devices	userdeviceid
mdl_message_airnotifier_devices	enable
mdl_message_contacts	id
mdl_message_contacts	userid
mdl_message_contacts	contactid
mdl_message_contacts	blocked
mdl_message_popup	id
mdl_message_popup	messageid
mdl_message_popup	isread
mdl_message_processors	id
mdl_message_processors	name
mdl_message_processors	enabled
mdl_message_providers	id
mdl_message_providers	name
mdl_message_providers	component
mdl_message_providers	capability
mdl_message_read	id
mdl_message_read	useridfrom
mdl_message_read	useridto
mdl_message_read	subject
mdl_message_read	fullmessage
mdl_message_read	fullmessageformat
mdl_message_read	fullmessagehtml
mdl_message_read	smallmessage
mdl_message_read	notification
mdl_message_read	contexturl
mdl_message_read	contexturlname
mdl_message_read	timecreated
mdl_message_read	timeread
mdl_message_read	timeuserfromdeleted
mdl_message_read	timeusertodeleted
mdl_message_read	component
mdl_message_read	eventtype
mdl_message_working	id
mdl_message_working	unreadmessageid
mdl_message_working	processorid
mdl_messageinbound_datakeys	id
mdl_messageinbound_datakeys	handler
mdl_messageinbound_datakeys	datavalue
mdl_messageinbound_datakeys	datakey
mdl_messageinbound_datakeys	timecreated
mdl_messageinbound_datakeys	expires
mdl_messageinbound_handlers	id
mdl_messageinbound_handlers	component
mdl_messageinbound_handlers	classname
mdl_messageinbound_handlers	defaultexpiration
mdl_messageinbound_handlers	validateaddress
mdl_messageinbound_handlers	enabled
mdl_messageinbound_messagelist	id
